1,1,0,0,6603.16,0,264.13
1,1,0,0,6600.87,0,263.03
1,1,0,0,6486.43,0,274.638
1,1,0,0,6534.35,0,266.199
1,1,0,0,6585.83,0,263.566
1,1,0,0,6614.56,0,262.612
1,1,0,0,6635.43,0,263.048
1,1,0,0,6607.63,0,263.215
1,1,0,0,6609.08,0,266.14
1,1,0,0,6596.2,0,263.831
1,1,1,0,8654.54,0,231.319
1,1,1,0,8643.8,0,243.915
1,1,1,0,8663.18,0,254.478
1,1,1,0,8633.43,0,210.855
1,1,1,0,8627.85,0,252.647
1,1,1,0,8641.79,0,253.807
1,1,1,0,8665.44,0,254.535
1,1,1,0,8622.99,0,252.024
1,1,1,0,8594.71,0,232.208
1,1,1,0,8642.02,0,242.854
1,1,0,1000,22737.5,0,261.121
1,1,0,1000,22675.4,0,265.508
1,1,0,1000,22758.8,0,275.884
1,1,0,1000,22705.8,0,259.994
1,1,0,1000,22663.5,0,264.438
1,1,0,1000,22660.2,0,264.972
1,1,0,1000,22664.7,0,278.563
1,1,0,1000,22693.9,0,259.782
1,1,0,1000,22736.9,0,260.574
1,1,0,1000,22724.3,0,277.379
1,1,1,1000,22547.2,0,232.636
1,1,1,1000,22512,0,255.304
1,1,1,1000,22552.3,0,233.267
1,1,1,1000,22534.6,0,251.373
1,1,1,1000,22607,0.001,233.119
1,1,1,1000,22484.4,0,252.946
1,1,1,1000,22494.7,0,232.337
1,1,1,1000,22569.3,0,253.233
1,1,1,1000,22517.4,0,229.523
1,1,1,1000,22548.8,0,251.821
1,1,0,10000,165441,0,271.279
1,1,0,10000,165345,0,275.151
1,1,0,10000,165229,0,272.442
1,1,0,10000,165373,0,273.118
1,1,0,10000,165434,0,269.717
1,1,0,10000,165441,0,271.359
1,1,0,10000,165313,0,270.314
1,1,0,10000,165448,0,272.043
1,1,0,10000,165422,0.001,269.925
1,1,0,10000,165415,0,273.417
1,1,1,10000,165019,0,245.027
1,1,1,10000,165031,0.001,254.047
1,1,1,10000,164986,0,231.689
1,1,1,10000,164931,0,253.415
1,1,1,10000,165021,0,232.53
1,1,1,10000,165002,0,254.876
1,1,1,10000,165002,0,231.461
1,1,1,10000,165035,0,252.809
1,1,1,10000,165020,0,232.215
1,1,1,10000,164993,0,252.712
1,3,0,0,3669.39,362.99,241.2
1,3,0,0,3659.33,424.051,249.266
1,3,0,0,3644.08,424.565,249.133
1,3,0,0,3648.02,362.96,242.428
1,3,0,0,3657.12,424.52,248.601
1,3,0,0,3648.08,433.977,261.536
1,3,0,0,3659.22,432.361,261.146
1,3,0,0,3667.84,367.901,239.524
1,3,0,0,3663.02,423.618,249.83
1,3,0,0,3662.99,433.02,261.445
1,3,1,0,4537.31,271.25,209.148
1,3,1,0,4537.83,417.988,241.926
1,3,1,0,4542.59,418.628,240.281
1,3,1,0,4546.41,418.962,237.944
1,3,1,0,4559.23,355.46,232.375
1,3,1,0,4541.65,416.176,243.784
1,3,1,0,4529.04,355.227,231.874
1,3,1,0,4569.54,420.327,239.264
1,3,1,0,4548.8,354.163,232.495
1,3,1,0,4538.71,417.588,239.794
1,3,0,1000,10552.4,463.497,252.916
1,3,0,1000,10495.1,461.941,250.457
1,3,0,1000,10607.3,492.426,249.142
1,3,0,1000,10483.9,445.06,251.015
1,3,0,1000,10485.2,462.123,250.004
1,3,0,1000,10512.7,461.888,250.773
1,3,0,1000,10486.2,462.484,250.559
1,3,0,1000,10565.1,459.859,251.252
1,3,0,1000,10490.8,465.316,252.817
1,3,0,1000,10527.4,488.303,249.115
1,3,1,1000,10528.3,423.725,252.545
1,3,1,1000,10514.5,414.855,240.881
1,3,1,1000,10545.1,414.774,238.077
1,3,1,1000,10543.9,416.168,240.274
1,3,1,1000,10517.5,423.599,251.732
1,3,1,1000,10577.5,416.05,241.034
1,3,1,1000,10539.9,413.277,238.53
1,3,1,1000,10528.7,417.409,237.337
1,3,1,1000,10553.9,414.702,238.606
1,3,1,1000,10622,416.617,242.754
1,3,0,10000,59702.5,445.758,252.41
1,3,0,10000,59683.9,441.395,252.864
1,3,0,10000,59652.9,443.292,251.95
1,3,0,10000,59638.7,442.901,252.244
1,3,0,10000,59665.7,439.707,251.812
1,3,0,10000,59487.9,438.248,252.88
1,3,0,10000,59523.3,441.312,252.875
1,3,0,10000,59633.4,440.281,252.249
1,3,0,10000,59627.1,442.529,251.974
1,3,0,10000,59646.1,440.828,252.346
1,3,1,10000,59342.6,353.859,232.656
1,3,1,10000,59222.1,421.865,248.076
1,3,1,10000,59416.6,423.002,248.135
1,3,1,10000,59294.1,422.066,247.627
1,3,1,10000,59327,415.985,241.806
1,3,1,10000,59448.1,425.308,249.046
1,3,1,10000,59328.2,267.765,190.325
1,3,1,10000,59237.2,422.838,250.304
1,3,1,10000,59212,413.576,237.791
1,3,1,10000,59442.9,355.086,227.573
1,7,0,0,4338.32,815.334,226.969
1,7,0,0,4338.42,783.855,224.173
1,7,0,0,4265.45,815.346,226.43
1,7,0,0,4341.11,670.561,193.127
1,7,0,0,4288.15,815.722,225.37
1,7,0,0,4335.96,813.309,225.063
1,7,0,0,4303.26,785.6,226.139
1,7,0,0,4339.59,812.537,225.601
1,7,0,0,4291.7,810.754,225.087
1,7,0,0,4344.68,809.546,225.094
1,7,1,0,4428.77,851.814,226.091
1,7,1,0,4443.8,854.55,225
1,7,1,0,4423.39,850.963,225.656
1,7,1,0,4418.01,851.456,226.512
1,7,1,0,4424.97,853.813,226.713
1,7,1,0,4444.08,849.026,225.033
1,7,1,0,4440.32,851.757,224.014
1,7,1,0,4415.48,854.473,225.172
1,7,1,0,4419.52,863.292,224.948
1,7,1,0,4426.86,858.236,225.094
1,7,0,1000,8407.65,924.697,236.837
1,7,0,1000,8447.41,928.46,236.008
1,7,0,1000,8449.41,926.113,236.028
1,7,0,1000,8432.38,922.651,236.291
1,7,0,1000,8422.55,951.488,236.606
1,7,0,1000,8432.98,917.733,236.187
1,7,0,1000,8429.96,921.161,237.455
1,7,0,1000,8477.8,925.256,237.227
1,7,0,1000,8421.8,923.396,236.557
1,7,0,1000,8436.77,952.092,234.988
1,7,1,1000,8227.51,893.399,239.911
1,7,1,1000,8233.63,1169.33,228.142
1,7,1,1000,8223.05,889.948,239.487
1,7,1,1000,8249.2,834.988,226.241
1,7,1,1000,8249.15,859.966,228.139
1,7,1,1000,8214.67,798.246,239.625
1,7,1,1000,8192.12,862.844,226.007
1,7,1,1000,8215.32,911.412,238.127
